individual_id	tissue_id	tissue_type	notes	correction_applied	correction_id	correction_details	correction_date
Sde-CMat_156	Sde-C-0160-E-mus	muscle		FALSE			
Sde-CMat_157	Sde-C-0161-E-mus	muscle		FALSE			
Sde-CMat_158	Sde-C-0162-E-mus	muscle		FALSE			
Sde-CMat_159	Sde-C-0163-E-mus	muscle		FALSE			
Sde-CMat_160	Sde-C-0164-E-mus	muscle		FALSE			
Sde-CMat_161	Sde-C-0165-E-mus	muscle		FALSE			
Sde-CMat_162	Sde-C-0166-E-mus	muscle		FALSE			
Sde-CMat_163	Sde-C-0167-E-mus	muscle		FALSE			
Sde-CMat_164	Sde-C-0168-E-mus	muscle		FALSE			
Sde-CMat_165	Sde-C-0169-E-mus	muscle		FALSE			
Sde-CMat_166	Sde-C-0170-E-mus	muscle		FALSE			
Sde-CMat_167	Sde-C-0171-E-mus	muscle		FALSE			
Sde-CMat_168	Sde-C-0172-E-mus	muscle		FALSE			
Sde-CMat_169	Sde-C-0173-E-mus	muscle		FALSE			
Sde-CMat_170	Sde-C-0174-E-mus	muscle		FALSE			
Sde-CMat_171	Sde-C-0175-E-mus	muscle		FALSE			
Sde-CMat_172	Sde-C-0176-E-mus	muscle		FALSE			
Sde-CMat_173	Sde-C-0177-E-mus	muscle		FALSE			
Sde-CMat_174	Sde-C-0178-E-mus	muscle		FALSE			
Sde-CMat_175	Sde-C-0179-E-mus	muscle		FALSE			
Sde-CMat_176	Sde-C-0180-E-mus	muscle		FALSE			
Sde-CMat_177	Sde-C-0181-E-mus	muscle		FALSE			
Sde-CMat_178	Sde-C-0182-E-mus	muscle		FALSE			
Sde-CMat_179	Sde-C-0183-E-mus	muscle		FALSE			
Sde-CMat_180	Sde-C-0184-E-mus	muscle		FALSE			
Sde-CMat_181	Sde-C-0185-E-mus	muscle		FALSE			
Sde-CMat_182	Sde-C-0186-E-mus	muscle		FALSE			
Sde-CMat_183	Sde-C-0187-E-mus	muscle		FALSE			
Sde-CMat_184	Sde-C-0188-E-mus	muscle		FALSE			
Sde-CMat_185	Sde-C-0189-E-mus	muscle		FALSE			
Sde-CMat_186	Sde-C-0190-E-mus	muscle		FALSE			
Sde-CMat_187	Sde-C-0191-E-mus	muscle		FALSE			
Sde-CMat_188	Sde-C-0192-E-mus	muscle		FALSE			
Sde-CMat_189	Sde-C-0193-E-mus	muscle		FALSE			
Sde-CMat_190	Sde-C-0194-E-mus	muscle		FALSE			
Sde-CMat_191	Sde-C-0195-E-mus	muscle		FALSE			
Sde-CMat_192	Sde-C-0196-E-mus	muscle		FALSE			
Sde-CMat_193	Sde-C-0197-E-mus	muscle		FALSE			
Sde-CMat_194	Sde-C-0198-E-mus	muscle		FALSE			
Sde-CMat_195	Sde-C-0199-E-mus	muscle		FALSE			
Sde-CMat_196	Sde-C-0200-E-mus	muscle		FALSE			
Sde-CMat_197	Sde-C-0201-E-mus	muscle		FALSE			
Sde-CMat_198	Sde-C-0202-E-mus	muscle		FALSE			
Sde-CMat_199	Sde-C-0203-E-mus	muscle		FALSE			
Sde-CMat_200	Sde-C-0204-E-mus	muscle		FALSE			
Sde-CMat_201	Sde-C-0205-E-mus	muscle		FALSE			
